alpha,bandwidth_cv_folds,bandwidth_cv_path,bandwidth_cv_score,bandwidth_fine_grid_size,bandwidth_grid_size,bandwidth_manifold,bandwidth_scale_x,bandwidth_scale_z,bandwidth_search,bandwidth_selection,bandwidth_theory_mode,bandwidth_x,bandwidth_z,best_intensity_plot_dir,best_intensity_plot_files,best_intensity_plot_metadata,best_intensity_plot_repetition,best_model_path,best_repeat,beta,boundary_correction,correction_type,covariate_sampler,cv_save_runtime_seconds,dnn_architecture,dnn_architecture_rate_exponent,dnn_architecture_tag,dnn_depth,dnn_hidden_layers,dnn_integration_points,dnn_quadrature_mode,dnn_width,epsilon,event_dim,expected_count,fit_runtime_seconds,gaussian_cutoff,hellinger_runtime_seconds,intensity_plot_created_this_run,kernel,kernel_cv_max_events_per_replicate,kernel_cv_max_replicates,manifold_input,manifold_learning,manifold_type,mean_observed_count,mesh_resolution,method,metrics_update_runtime_seconds,metrics_write_runtime_seconds,model_path_tmp,model_save_runtime_seconds,model_saved,model_selection_runtime_seconds,model_suffix,n,output_activation,plot_after_repetitions,plot_runtime_seconds,postprocess_runtime_seconds,repetition,runtime_seconds,save_model_policy,scenario,seed,setting_hash,simulate_runtime_seconds,squared_hellinger,support,support_type,theory_rate_exponent,total_events,use_gaussian_cutoff,validation_quadrature_method,validation_z_chunk_size,z_dim
,,,,,,,,,,,,,,,,,,results/models/best/666e9b3fa7c69f2468a3bd967511ffc0/best_model.pt,0,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,2,"[56, 56]",128,stochastic,56,0.0001,1,30.0,6.724229207999997,,0.7285539289999861,False,,,,,,,30.66,,dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq,0.0009275629999763169,0.0014693550000117739,results/models/tmp/666e9b3fa7c69f2468a3bd967511ffc0_rep0.pt,0.007845619999983455,True,0.002651912000004586,.pt,100,softplus,3,0.0,1.8510301080000033,0,9.323758406999985,best_repeat,near_zero,4241025947,666e9b3fa7c69f2468a3bd967511ffc0,0.019945161999999073,0.2133373913737022,euclidean1d,euclidean,0.8,3066,,,,0
,,,,,,,,,,,,,,,,,,results/models/best/666e9b3fa7c69f2468a3bd967511ffc0/best_model.pt,0,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,2,"[56, 56]",128,stochastic,56,0.0001,1,30.0,2.859449645000012,,0.6789935349999894,False,,,,,,,31.62,,dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq,0.002540233000019043,0.0020973780000019815,results/models/tmp/666e9b3fa7c69f2468a3bd967511ffc0_rep1.pt,0.0023773970000036115,False,0.003856960000007348,.pt,100,softplus,3,0.0,1.6962105919999715,1,5.251129142999986,best_repeat,near_zero,4241025948,666e9b3fa7c69f2468a3bd967511ffc0,0.01647537100001273,3.7579344005967843,euclidean1d,euclidean,0.8,3162,,,,0
,,,,,,,,,,,,,,results/plots/intensity/near_zero/euclidean1d/zdim_0/n_100/dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq,"[""results/plots/intensity/near_zero/euclidean1d/zdim_0/n_100/dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq/intensity_1d.png""]",results/plots/intensity/near_zero/euclidean1d/zdim_0/n_100/dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq/best_repeat_plot_metadata.json,0,results/models/best/666e9b3fa7c69f2468a3bd967511ffc0/best_model.pt,0,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,2,"[56, 56]",128,stochastic,56,0.0001,1,30.0,3.2662637420000067,,0.7045487449999825,True,,,,,,,31.35,,dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq,0.004943092000019078,0.0025767190000181017,results/models/tmp/666e9b3fa7c69f2468a3bd967511ffc0_rep2.pt,0.0022784489999878588,False,0.005772086999996873,.pt,100,softplus,3,1.5791142090000108,1.8349692609999977,2,7.399234896999985,best_repeat,near_zero,4241025949,666e9b3fa7c69f2468a3bd967511ffc0,0.014338939999987588,0.3043165566074409,euclidean1d,euclidean,0.8,3135,,,,0
,,,,,,,,,,,,,,,,,,results/models/best/501dd42392afb51ac14a767ff765406d/best_model.pt,0,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,2,"[56, 56]",128,stochastic,56,0.0001,1,30.0,3.9777499209999974,,0.002052912000010565,False,,,,,,,30.66,,dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq,0.0009559949999982109,0.0019093290000000707,results/models/tmp/501dd42392afb51ac14a767ff765406d_rep0.pt,0.00391481299999441,True,0.002731519999997545,.pt,100,relu,3,0.0,1.765447488999996,0,5.760084511000002,best_repeat,near_zero,4241025947,501dd42392afb51ac14a767ff765406d,0.014834188999998332,0.2277725617991882,euclidean1d,euclidean,0.8,3066,,,,0
,,,,,,,,,,,,,,,,,,results/models/best/501dd42392afb51ac14a767ff765406d/best_model.pt,0,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,2,"[56, 56]",128,stochastic,56,0.0001,1,30.0,2.938025653000011,,0.0026843740000117577,False,,,,,,,31.62,,dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq,0.003106669999993983,0.0023104880000062167,results/models/tmp/501dd42392afb51ac14a767ff765406d_rep1.pt,0.002683622999995805,False,0.0043712190000064766,.pt,100,relu,3,0.0,1.7896437320000018,1,4.7455110650000165,best_repeat,near_zero,4241025948,501dd42392afb51ac14a767ff765406d,0.015157305999991877,3.7579344005967843,euclidean1d,euclidean,0.8,3162,,,,0
,,,,,,,,,,,,,,results/plots/intensity/near_zero/euclidean1d/zdim_0/n_100/dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq,"[""results/plots/intensity/near_zero/euclidean1d/zdim_0/n_100/dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq/intensity_1d.png""]",results/plots/intensity/near_zero/euclidean1d/zdim_0/n_100/dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq/best_repeat_plot_metadata.json,0,results/models/best/501dd42392afb51ac14a767ff765406d/best_model.pt,0,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,2,"[56, 56]",128,stochastic,56,0.0001,1,30.0,3.3136783530000002,,0.0020739910000031614,True,,,,,,,31.35,,dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq,0.005379506000025458,0.002845652000019072,results/models/tmp/501dd42392afb51ac14a767ff765406d_rep2.pt,0.0024667989999898055,False,0.006650564000011627,.pt,100,relu,3,0.6709895839999831,1.7772636889999944,2,5.778792632999995,best_repeat,near_zero,4241025949,501dd42392afb51ac14a767ff765406d,0.014787016000013864,0.2702278631374626,euclidean1d,euclidean,0.8,3135,,,,0
,,,,,,,,,,,,,,,,,,results/models/best/35491ddb6a7e50539f8a9c4f08b23785/best_model.pt,2,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,3,"[64, 64, 64]",128,stochastic,64,0.0001,1,30.0,3.1736707000000024,,0.7120183760000032,False,,,,,,,30.75,,dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq,0.0018590189999940776,0.0026495310000029804,results/models/tmp/35491ddb6a7e50539f8a9c4f08b23785_rep0.pt,0.0029937740000036683,False,0.002971981999991158,.pt,316,softplus,3,0.0,1.7982083839999916,0,5.727257404999989,best_repeat,near_zero,866004336,35491ddb6a7e50539f8a9c4f08b23785,0.04335994499999174,0.22642936450631668,euclidean1d,euclidean,0.8,9717,,,,0
,,,,,,,,,,,,,,,,,,results/models/best/35491ddb6a7e50539f8a9c4f08b23785/best_model.pt,2,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,3,"[64, 64, 64]",128,stochastic,64,0.0001,1,30.0,3.184055360000002,,0.6844835680000187,False,,,,,,,31.803797468354432,,dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq,0.005378238000048441,0.003579045000037695,results/models/tmp/35491ddb6a7e50539f8a9c4f08b23785_rep1.pt,0.0028642749999789885,False,0.005438404999949853,.pt,316,softplus,3,0.0,1.79708232400003,1,5.705987961000005,best_repeat,near_zero,866004337,35491ddb6a7e50539f8a9c4f08b23785,0.040366708999954426,0.19031921878925234,euclidean1d,euclidean,0.8,10050,,,,0
,,,,,,,,,,,,,,results/plots/intensity/near_zero/euclidean1d/zdim_0/n_316/dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq,"[""results/plots/intensity/near_zero/euclidean1d/zdim_0/n_316/dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq/intensity_1d.png""]",results/plots/intensity/near_zero/euclidean1d/zdim_0/n_316/dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq/best_repeat_plot_metadata.json,2,results/models/best/35491ddb6a7e50539f8a9c4f08b23785/best_model.pt,2,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,3,"[64, 64, 64]",128,stochastic,64,0.0001,1,30.0,3.121497498999986,,0.7192731340000478,True,,,,,,,31.569620253164558,,dnn_npmle_softplus_theory_ref1000_ds3_ws64_stochq,0.008766518000015822,0.0037865180000267173,results/models/tmp/35491ddb6a7e50539f8a9c4f08b23785_rep2.pt,0.002773688999980095,True,0.006124773000010464,.pt,316,softplus,3,0.5588056139999935,1.8149175909999258,2,6.257487581999953,best_repeat,near_zero,866004338,35491ddb6a7e50539f8a9c4f08b23785,0.042993744000000333,0.17794320696073862,euclidean1d,euclidean,0.8,9976,,,,0
,,,,,,,,,,,,,,,,,,results/models/best/c9c8bc6023e4f545533d110f2cf8b599/best_model.pt,2,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,3,"[64, 64, 64]",128,stochastic,64,0.0001,1,30.0,3.199433147000036,,0.0025566090000097574,False,,,,,,,30.75,,dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq,0.0026108879999924284,0.0029317050000372546,results/models/tmp/c9c8bc6023e4f545533d110f2cf8b599_rep0.pt,0.0023565330000110407,False,0.0036031960000286745,.pt,316,relu,3,0.0,1.777104498,0,5.020762827000027,best_repeat,near_zero,866004336,c9c8bc6023e4f545533d110f2cf8b599,0.04166857299998128,0.2328824035207885,euclidean1d,euclidean,0.8,9717,,,,0
,,,,,,,,,,,,,,,,,,results/models/best/c9c8bc6023e4f545533d110f2cf8b599/best_model.pt,2,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,3,"[64, 64, 64]",128,stochastic,64,0.0001,1,30.0,3.077203119000046,,0.0025104300000293733,False,,,,,,,31.803797468354432,,dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq,0.005374405999987175,0.003192444000035266,results/models/tmp/c9c8bc6023e4f545533d110f2cf8b599_rep1.pt,0.0027626280000276893,False,0.004595901000016056,.pt,316,relu,3,0.0,1.7695078709999166,1,4.89439446800003,best_repeat,near_zero,866004337,c9c8bc6023e4f545533d110f2cf8b599,0.04517304800003785,0.2194337025595845,euclidean1d,euclidean,0.8,10050,,,,0
,,,,,,,,,,,,,,results/plots/intensity/near_zero/euclidean1d/zdim_0/n_316/dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq,"[""results/plots/intensity/near_zero/euclidean1d/zdim_0/n_316/dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq/intensity_1d.png""]",results/plots/intensity/near_zero/euclidean1d/zdim_0/n_316/dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq/best_repeat_plot_metadata.json,2,results/models/best/c9c8bc6023e4f545533d110f2cf8b599/best_model.pt,2,2.0,,,uniform,0.0,theory,0.8,theory_ref1000_ds3_ws64_stochq,3,"[64, 64, 64]",128,stochastic,64,0.0001,1,30.0,3.1656205250000085,,0.0025411679999933767,True,,,,,,,31.569620253164558,,dnn_npmle_relu_theory_ref1000_ds3_ws64_stochq,0.00885192300000881,0.0037057119999985844,results/models/tmp/c9c8bc6023e4f545533d110f2cf8b599_rep2.pt,0.0023517089999813834,True,0.005881223000017144,.pt,316,relu,3,0.6664465340000447,1.7387234069998954,2,5.61496053999997,best_repeat,near_zero,866004338,c9c8bc6023e4f545533d110f2cf8b599,0.04162890600002811,0.19225848984294652,euclidean1d,euclidean,0.8,9976,,,,0
